id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
964,Tandoori Delights,Turkish,Expensive,Midtown,08:00-20:00,4.97,0
965,Blue Horizon Seafood,American,Expensive,Brooklyn Heights,10:00-18:00,2.72,0
966,Bluewater Grill & Bar,Russian,Medium,Hell's Kitchen,10:00-18:00,2.35,0
967,Morning Mist Cafe,Brazilian,Expensive,Lower East Side,17:00-01:00,4.31,0
968,Bella Luna Trattoria,Moroccan,Expensive,Long Island City,14:00-22:00,1.78,0
969,Piccolo Pizzeria,Korean,Expensive,Bushwick,11:00-19:00,4.06,0
970,Orchard View Bistro,Mediterranean,Expensive,Tribeca,07:00-17:00,2.01,0
971,Sunshine Cafe & Bakery,Lebanese,Medium,East Village,12:00-00:00,3.27,0
972,Blue Ribbon BBQ,Greek,Cheap,Williamsburg,14:00-22:00,2.44,1
973,Golden Harvest Diner,Thai,Cheap,Chelsea,13:00-21:00,1.12,1
974,Peking Palace Chinese,Italian,Medium,Harlem,12:00-00:00,3.61,1
975,Spice World,Greek,Cheap,West Village,14:00-22:00,1.44,1
976,Paradise Palms Tiki Bar,Ethiopian,Expensive,Hell's Kitchen,11:00-19:00,3.77,1
977,Pasta Perfection,Mexican,Medium,Brooklyn Heights,16:00-00:00,3.41,0
978,Bella Luna Trattoria,American,Cheap,Harlem,07:00-17:00,2.49,0
979,Harvest Moon Cafe,Russian,Expensive,Prospect Heights,16:00-00:00,4.29,1
980,Firefly Lounge,French,Expensive,East Village,11:00-23:00,1.65,1
981,Black Forest Bistro,Mexican,Medium,Upper East Side,16:00-00:00,2.41,0
982,Spice of Life Indian Cuisine,Russian,Expensive,Harlem,09:00-21:00,2.01,0
983,Bamboo Garden Restaurant,Brazilian,Cheap,Prospect Heights,07:00-15:00,2.7,1
984,Zen Garden Sushi Bar,Turkish,Cheap,Chelsea,14:00-22:00,3.13,0
985,Harbor Lights Seafood,Turkish,Cheap,Chelsea,07:00-15:00,1.62,1
986,Sunset Strip Steakhouse,Brazilian,Expensive,Soho,09:00-17:00,2.08,1
987,Bella Vista Bistro,Vietnamese,Medium,Harlem,07:00-14:00,4.17,1
988,Island Oasis Cafe,Mediterranean,Cheap,Hell's Kitchen,09:00-21:00,4.63,0
989,Bamboo Garden Restaurant,Brazilian,Medium,Midtown,15:00-23:00,2.95,1
990,Wildflower Cafe,Italian,Medium,East Village,07:00-15:00,2.22,1
991,Piccolo Pizzeria,French,Expensive,Park Slope,09:00-17:00,4.71,0
992,Spice Island Grill,Brazilian,Cheap,Financial District,11:00-19:00,2.69,1
993,Picante Peppers Mexican,Indian,Medium,Park Slope,17:00-01:00,2.03,0
994,Sunset Strip Steakhouse,Mediterranean,Expensive,Hell's Kitchen,12:00-00:00,3.83,0
995,Ocean Blue Grill,Mexican,Expensive,Lower East Side,13:00-21:00,2.62,1
996,Bella Luna Trattoria,Russian,Cheap,Hell's Kitchen,09:00-21:00,4.57,1
997,Bella Napoli Pizzeria,Spanish,Cheap,Upper East Side,13:00-21:00,3.41,0
998,Sunrise Diner,Moroccan,Expensive,Astoria,14:00-22:00,2.43,1
999,Harborview Cafe,Brazilian,Expensive,Financial District,09:00-21:00,1.57,0
1000,Moonlight Cafe,Lebanese,Cheap,Tribeca,13:00-21:00,2.48,1
